Unnamed: 0,Text,Type
7645,MBC 드라마넷,OG
7231,지난해,DT
3024,현지훈,PS
4654,호석,PS
9944,구글,OG
5838,LG전자,OG
66,오늘,TODAY
2191,사당역,LC
2099,금남정맥,LC
5022,안산시,LC
3252,이승엽,PS
6890,김일성대학,OG
4215,지난해 연말까지,DT
9858,미국,LC
5522,라온제나밴드,OG
294,이동국,PS
4580,민주당,OG
9206,삼성전자,OG
4813,제주지원,OG
107,이대호,PS
7129,민주당,OG
5508,인천,LC
6281,대암중,OG
7679,이,PS
7710,미국,LC
1591,롯데,OG
6463,한나라당,OG
6499,내년부터,DT
6445,행안위,OG
8809,14일,DT
7283,미국,LC
1085,2008,DT
9082,동해안,LC
5742,수도권,LC
7871,20:49:26,TI
2508,가평,LC
113,이승엽,PS
7585,장산,LC
8145,조민기,PS
3041,에넹,PS
8340,규슈,LC
8142,장윤주,PS
7438,오는 4월,DT
4166,낙하산,PS
9250,노키아,OG
2915,안젤코,PS
7102,김수곤,PS
7433,노주현,PS
2982,김기동,PS
8981,위성락,PS
2313,03월 11일,DT
7835,황우여,PS
3138,30일,DT
3822,내일,DT
6113,부산교통공사,OG
3295,조,PS
359,박지성,PS
6767,예니 볼프,PS
1292,서울용문,OG
3179,페더러,PS
5706,SK브로드밴드,OG
7286,와이즈만연구소,OG
2311,겨울,DT
8433,LG통신,OG
1360,17일,DT
838,울산학성,OG
3813,우즈베키스탄,LC
322,아스널 FC,OG
6315,112신고센터,OG
6223,강원도,LC
594,김,PS
7086,한나라당,OG
861,장학영,PS
80,내일,TOMM
6715,덕양구,LC
6786,지난 1998년,DT
145,이승호,PS
4328,마티아스 괴르네,PS
4210,일본,LC
9879,반다이 남코,OG
5062,어제,DT
4531,애플,OG
6990,여름,DT
5212,지난 1일부터,DT
9557,정순훈,PS
6505,고려대,OG
6712,조선,LC
8491,지난 2분기,DT
9621,교육과학기술부,OG
9271,동부화재,OG
7928,동유럽,LC
2100,양재역,LC
9037,장애인직업재활시설협회,OG
3908,도요타,OG
1864,중국,LC
2220,2009년12월31일,DT
3443,이,PS
9696,교원대,OG
5075,서울,LC
4837,1999년,DT
8272,중국학과,OG
76,오늘,TODAY
2906,호동,PS
2299,16:14,TI
7566,오세훈,PS
5360,김한주,PS
4464,충남,LC
690,하대성,PS
631,신제록,PS
8776,5일,DT
5724,캘리포니아주,LC
1580,최경주,PS
2256,영남알프스,LC
932,션 피긴스,PS
2709,초승달,LC
6453,서원선,PS
1791,심정수,PS
6969,시민교육분과,OG
5307,동절기,DT
1903,야간,TI
8897,볼보트럭코리아,OG
1561,레티프 구센,PS
9050,코엑스,OG
3969,푸르넷,OG
479,이희근,PS
1793,전반,TI
7009,최,PS
7716,일본,LC
8060,해태음료,OG
3831,3년,DT
2265,밤 10시30분,TI
8794,2005년,DT
6500,백두대간,LC
7559,자갈치 시장,LC
6328,설,DT
10172,14일,DT
5257,영통구,LC
2156,증산초등학교,OG
10175,하림홀딩스,OG
2294,여의도,LC
2998,충남,LC
7500,세종,PS
3801,오늘,DT
4066,중앙노동위원회,OG
83,내일,TOMM
9694,22일,DT
6353,이,PS
4425,주한영국문화원,OG
2107,내설악,LC
7570,정경호,PS
858,신영록,PS
9411,오후 8시30분,TI
9659,한나라당,OG
1236,올시즌,DT
6851,mYTV21,OG
8974,한국예탁결제원,OG
7466,의정부교도소,LC
8590,미시간주,LC
4030,한나라당,OG
9754,성동구,LC
82,내일,TOMM
3494,양천구,LC
6097,2월 25일(목),DT
5339,박,PS
2074,육십령,LC
4806,오지호,PS
1563,윤옥희,PS
305,팀 하리칼라,PS
8243,오용원,PS
787,히로시마,OG
9220,현대 · 기아자동차,OG
9074,신연희,PS
9032,경기도,LC
8560,MK홀딩스,OG
2895,대경대학,OG
1071,부산 아이파크,OG
9737,5년 전,DT
629,전반,TI
1331,전북 현대,OG
7207,진해지역,LC
5337,박진,PS
5165,2010년도,DT
149,박현승,PS
8511,화요일,DT
2473,오대산,LC
6326,11일,DT
8649,SGA,OG
1646,하루,DT
733,백민철,PS
5390,가을,DT
2327,정의현,PS
2692,노원구,LC
10174,하림,OG
3181,크로아티아,LC
462,KCC,OG
4124,교육청,OG
3995,체코,LC
9255,㈜혁신전공사,OG
27,오늘,TODAY
7889,동국,OG
5016,지난해,DT
1377,테렌스 레더,PS
5290,이스타항공,OG
9335,안와르 알-올라키,PS
9810,탄샤오펑,PS
8017,한국전자통신연구원,OG
3051,바르셀로나,OG
7062,경남무역,OG
7966,계산동,LC
7560,서울,LC
7965,계양구,LC
5147,"매주 월, 수",DT
216,목동,LC
3806,북한,LC
9166,트위터,OG
6431,원주캠퍼스,OG
6788,중국,LC
2506,포천,LC
5221,15일,DT
7038,WWF,OG
9578,부산,LC
7297,한나라당,OG
1870,지난해,DT
7817,헐크,PS
5211,엘렌 노르데그렌,PS
9355,이원진,PS
9508,멜버른,LC
2258,배네고개,LC
7428,현경,PS
6366,2010,DT
6651,베이징,LC
4848,제주,LC
1540,지난 3월 19일,DT
7531,서울시,LC
2280,사량도,LC
823,최광수,PS
6974,하반기,DT
6972,2010년 04월 23일,DT
1372,크루이프,PS
9123,2013학년도,DT
1844,이여상,PS
6115,24일,DT
4113,4시간,TI
3260,겨울,DT
4910,동안구,LC
10129,드래곤플라이,OG
5973,SBS,OG
2364,몬트리얼,LC
2484,국망봉,LC
550,맨체스터 유나이티드,OG
1058,나흘간,DT
7985,올 상반기,DT
3537,23일,DT
2969,YH노조,OG
5560,김태환,PS
126,묵호초,OG
2134,07시,TI
3615,시장단,OG
6048,2010,DT
2384,이번주,DT
8429,한미약품,OG
4797,조윤희,PS
6089,수도권,LC
2968,1979년,DT
9802,1년 전,DT
4267,하루,DT
7106,정삼석,PS
6711,한양,LC
1152,긱스,PS
5238,25일,DT
3705,지난해,DT
9913,애플,OG
2213,2009년 10월 22일부터,DT
9925,9월 1일,DT
595,신지애,PS
2643,압구정지구,LC
4907,한국,LC
6684,4년,DT
6822,전북도청,OG
3964,계,PS
8158,고아라,PS
696,LG,OG
2214,매주 목요,DT
5004,경서삼거리,LC
1897,하회마을,LC
5335,다음 달,DT
1937,"5,000년",DT
1765,Aug-07,DT
10033,이동미,PS
9693,정부,OG
9932,커세어,OG
4893,민주노조,OG
68,내일,TOMM
3673,양승헌,PS
3859,오늘,DT
3300,20일,DT
1086,삼성 라이온즈,OG
3365,미,LC
1539,한화,OG
9513,중국,LC
561,이세은,PS
8572,러시아,LC
3185,김연아,PS
916,13일,DT
4779,중국,LC
4749,주호영,PS
2150,雪嶽山,LC
6079,충청권,LC
160,롯데,OG
1852,삼성,OG
3940,이틀째,DT
8701,오는 29일,DT
3301,지식경제부,OG
4352,강호동,PS
6013,2008년,DT
8580,릴리,OG
1165,박항서,PS
8187,ECB,OG
1193,유인촌,PS
1323,안산 할렐루야,OG
3399,전분기,DT
3723,금융감독원,OG
9485,진해,LC
2153,5시간,TI
6943,올해,DT
6845,원더걸스,PS
1867,리융진,PS
3552,발렌타인데이,DT
5597,한림화,PS
8354,공정위,OG
68,오늘,TODAY
5937,H.O.T,PS
5557,오전 10시 30분부터,TI
2333,아바,OG
1494,삼성,OG
7729,춘해보건대학,OG
7884,시의회,OG
737,마철준,PS
6211,고창영,PS
8424,미국,LC
6273,원당초,OG
1974,제 3주,DT
8248,BS금융지주,OG
7122,검찰,OG
2187,범계역,LC
3601,2012년 12월 31일까지,DT
5514,서귀포시,LC
3726,지난 2008년 말,DT
1575,대구,LC
7786,코모도 호텔,OG
7580,박,PS
5860,서세원,PS
7135,3월 4일,DT
3078,카를로스 로드리게스,PS
5007,평택,LC
4608,광주시,LC
9898,구글,OG
1569,모스피넥,PS
3976,유민,PS
4548,2006년,DT
8446,1분기,DT
3168,이대형,PS
6314,지난 1월,DT
2180,3시간,TI
6994,서울,LC
2148,智異山,LC
1743,한국,LC
7724,양,PS
9633,김신호,PS
10202,현대로지엠,OG
2435,오늘,DT
2883,한화 이글스,OG
7295,60일전까지,DT
888,15일,DT
6023,다음해,DT
8139,지난해 말부터,DT
6997,이달 말,DT
329,실베스트르,PS
1203,최유리,PS
2249,용소골,LC
8358,HP,OG
4801,김나영,PS
4447,파스코,PS
7241,동서화랑,OG
3924,극동지역,LC
4463,퇴계동,LC
3802,린 파스코,PS
7017,김,PS
709,2008,DT
4173,김 연아,PS
5604,오전 11시 10분,TI
4516,50년,DT
3283,삼성전자,OG
3332,수암골,LC
3325,박스오피스,OG
8244,한,LC
9026,시청,OG
4866,오늘,DT
262,김명만,PS
2689,대한민국,LC
3853,의총,OG
6948,롯데그룹,OG
1421,잉글랜드,LC
9846,2006년 10월26일부터 11월30일까지,DT
7476,김춘진,PS
2888,여성듀오,PS
1956,골드호,OG
4664,유럽,LC
6677,새벽 4시부터,TI
30,내일,TOMM
3097,박찬호,PS
5672,Bikerstarlet,OG
816,행크,PS
2942,우즈,PS
2431,삼육오,OG
5037,지방의회,OG
6700,캔디스 퍼트,PS
1907,안동,LC
9934,이노베이션 티뮤,OG
1208,광주,OG
6762,11일,DT
5940,오늘,DT
4211,정부,OG
578,바르셀로나,OG
2317,15:52,TI
1148,성남,OG
8841,대한전선,OG
4981,계양1선거구,LC
4380,중국,LC
185,캐나다,LC
9353,해태,OG
4582,올해,DT
7100,이영동,PS
1832,22일,DT
6133,이,PS
8116,10일,DT
7706,미국,LC
10192,3일,DT
3993,참여당,OG
10070,부산,LC
1171,폴,PS
706,광주,OG
1963,이종기,PS
281,AS로마,OG
981,인민 루니,PS
7215,보료다,PS
1529,표명일,PS
8833,필리핀,LC
6194,김희선,PS
423,이의윤,PS
4013,스마일서브,OG
7164,창원,LC
5674,토요타,OG
6331,12일,DT
664,요미우리,OG
2858,빌리 진 킹,PS
6668,독도,LC
9399,17일,DT
1107,김주연,PS
4144,더 클래식 500,OG
4048,친박,OG
3143,이대호,PS
9644,금강,LC
8751,내달 18일,DT
5552,"매주 월, 목요일",DT
7075,19일,DT
9653,어제,DT
4616,화이트데이,DT
2612,아침 7시,TI
5771,삼산,LC
3614,올해,DT
7882,20:47:55,TI
1116,1960년대,DT
8656,안양시,LC
4863,대교동파,OG
1198,김,PS
3214,동티모르,LC
504,전북현대,OG
9640,한국,LC
477,대한민국,LC
6260,춘천,LC
6920,대주전자재료,OG
3581,지난해,DT
3455,2개월,DT
3597,주말,DT
1187,후반 16분,TI
7720,모토로라,OG
7861,인사위원회,OG
4340,2009년,DT
371,맨체스터,OG
3683,임영훈,PS
6257,31일,DT
3935,중국,LC
6586,정,PS
5399,4월부터 11월까지,DT
8083,금호식품,OG
8918,청와대,OG
9505,남극점,LC
1008,황,PS
6425,태백시,LC
3417,하춘수,PS
2889,이대나온 여자,PS
9686,11일,DT
5569,26일,DT
9771,롯데칠성음료,OG
8789,특허협력조약,OG
2771,김무성,PS
6028,중소기업청,OG
2856,글렌애비GC,OG
8155,작년,DT
4811,2년 전,DT
2578,미국,LC
10169,1년,DT
6271,옥동초,OG
2841,국회,OG
9556,9일,DT
3996,유럽,LC
39,오늘,TODAY
2919,박지성,PS
1573,베어스데이,DT
4840,창작스튜디오,OG
87,울산,OG
5049,정부,OG
7978,올해,DT
1441,네드베트,PS
9511,김정남,PS
7875,충남,LC
4675,제주,OG
8004,휘트니 휴스턴,PS
7760,동아대병원,OG
896,이멜만,PS
21,웽거,PS
3832,세종시,LC
3264,추신수,PS
1958,고성 골드낚시,OG
4741,고려대,OG
2642,10:50~11:10,TI
6043,대전시,LC
78,파울로,PS
7860,인천경제청,OG
8062,한라I&C,OG
3718,지난 1년동안,DT
1324,인천 유나이티드,OG
6532,지난 2009년 12월말,DT
3900,공,PS
566,13일,DT
6184,박근혜,PS
8707,서울특별시,LC
9301,한국,LC
9067,일본,LC
4761,한국,LC
2020,부산,LC
5029,인천시,LC
3786,안상수,PS
4238,미군,OG
4388,민주당,OG
5202,김연아,PS
8262,독일,LC
1173,16일,DT
4783,조중연,PS
240,E조,OG
1099,홍성흔,PS
3169,페더러,PS
3860,김,PS
8708,서초구,LC
4586,기아차,OG
3585,23일,DT
2515,조선,LC
2639,성내역,LC
7834,오는 2011년 이후,DT
5061,인천,LC
6173,사법부,OG
8487,SK네트웍스,OG
9111,군산시,LC
5154,윤진,PS
535,오초아,PS
8757,바른전자,OG
9279,하이닉스반도체,OG
9601,올해 말까지,DT
4433,키자니아,LC
2493,화왕산,LC
8420,이탈리아,LC
8719,엔씨소프트,OG
3671,이재철,PS
3580,맞춤형비료운영위원회,OG
5636,정부,OG
2596,11:30,TI
3902,전경윤,PS
5537,2. 15 (월),DT
50,알렉스 라미레스,PS
6410,공심위,OG
5343,서울시,LC
8695,오전 11시,TI
8933,오전,TI
1357,우리,OG
9257,충청지역,LC
8873,부산은행,OG
6749,평창,LC
7076,청와대,OG
16,짐 릴랜드,PS
9545,일본,LC
9957,브랙케트론,OG
2714,한국,LC
4658,17일,DT
5733,지경부,OG
683,포스트시즌,DT
4341,악셀 룬 스빈달,PS
9708,세븐일레븐,OG
8851,2008년 말,DT
71,내일,TOMM
3182,중국,LC
198,맨유,OG
7396,삼성동,LC
3508,SBS,OG
8644,오전 10시,TI
5292,이건무,PS
4545,(주)인아정밀,OG
2611,당일,DT
7746,한나라당,OG
8457,NYX,OG
342,애리조나,OG
4069,김택민,PS
6001,국회,OG
6870,오전 7시부터 자정까지,TI
1679,조인성,PS
10117,현대모비스,OG
6723,총선,OG
2725,서울,LC
9605,5일,DT
2917,박철우,PS
9198,전분기,DT
2804,벽제승화원,OG
2482,광덕산,LC
8716,안산시,LC
1978,우이동,LC
6876,일본,LC
8058,LG생활건강,OG
4146,지난해 10월,DT
4466,중구,LC
9218,삼성전자,OG
783,KIA,OG
3888,경찰,OG
1021,두산,OG
7413,정가은,PS
1234,무삼파,PS
1949,영광군,LC
7472,법원소위,OG
2777,중국,LC
7584,2일,DT
8074,기린,OG
5418,4주,DT
575,AS로마,OG
228,올시즌,DT
5679,10일,DT
1668,브룸바,PS
8947,카자흐스탄,LC
6572,은혜와진리교회,OG
1039,15일,DT
3854,세종시,LC
1347,원주,LC
7319,대법원,OG
3943,검찰,OG
4903,한국,LC
4109,채권단,OG
1823,멕시칸리그,OG
7228,이번 설,DT
7150,뉴욕증시,OG
9576,지난달,DT
7168,일본,LC
380,알렉스 퍼거슨,PS
5313,문화연대,OG
2449,1년,DT
8828,26일,DT
4888,MBC,OG
2784,미국,LC
8778,김중태,PS
8332,서울,LC
2186,1박2일,DT
1549,아프리카,LC
4775,울산,LC
1660,오초아,PS
9789,유한양행,OG
7282,교육개혁 현장착근 지원협의회,OG
1445,토마시 로시츠키,PS
8258,관악구,LC
6393,서부,LC
9354,김상진,PS
8928,이승우,PS
4721,마가렛 챈,PS
910,7월 21일,DT
7255,친박,OG
7488,정몽준,PS
6833,중국,LC
4279,퀘타,LC
7929,올해,DT
761,심정수,PS
6135,하루,DT
3577,동해,LC
5310,연세대,OG
9990,TV리포트,OG
1191,대표팀,OG
3751,창원,LC
5591,부산동래경찰서,OG
4961,오후,TI
6893,MBC,OG
7275,김,PS
2712,겨울,DT
2361,1박,DT
494,삼성,OG
1313,고양 국민은행,OG
8879,한신정평가,OG
5939,2년 동안,DT
9348,3월29일,DT
6685,4년,DT
7953,지난 2008년,DT
162,로이스터,PS
6900,김건모,PS
3868,정,PS
3186,김연아,PS
6777,재판부,OG
3350,송승헌,PS
2733,최,PS
9596,금일,DT
2891,서아현,PS
5644,서귀포시선관위,OG
4699,미국,LC
6104,지난해 11월부터,DT
378,토티,PS
1389,삼성,OG
9891,국토해양부,OG
6090,손범규,PS
10128,7월,DT
5011,대구,LC
2728,노무현,PS
9040,여의도,LC
8549,강남점,OG
1216,SK,OG
1594,휴스턴,OG
8565,홍콩,LC
2398,카텍,OG
1826,박찬호,PS
4880,김명선,PS
4448,한국,LC
10000,CJ CGV,OG
9552,한국,LC
2651,12:00,TI
6177,국회,OG
9337,국방부,OG
10178,전일,DT
8057,에보닉데구사페록사이드코리아,OG
4258,장,PS
5879,박진희,PS
2563,35:43:00,TI
3701,불교방송,OG
172,추승균,PS
5712,금년 상반기,DT
2090,雪嶽山,LC
7316,검찰,OG
5908,KBS,OG
8741,2일,DT
6074,18일째,DT
7264,이명박,PS
8270,1999,DT
4949,박해진,PS
3057,전반,TI
9763,광주,LC
4468,서구,LC
3496,SK텔레콤,OG
5228,충북,LC
3527,18일,DT
312,콜로라도,OG
7665,하루,DT
76,내일,TOMM
5527,정기대의원회,OG
1118,가마모토,PS
4805,태하,PS
9413,스위스,LC
5657,파라과이,LC
1288,신지애,PS
6465,경기,LC
2000,구절재,LC
1763,삼성,OG
7308,김성호,PS
2420,코나,OG
6508,15년,DT
2565,29:46:00,TI
4252,731부대,OG
1510,첼시,OG
6864,청주,LC
938,후반 중반,TI
7648,순자,PS
3360,보훈처,OG
6673,북동부,LC
3816,1년 반,DT
2415,ATOMIC,OG
3478,삼소도,LC
3904,도요타 자동차,OG
5812,22일,DT
9345,1970년,DT
4996,올 한해,DT
8099,모토로라 모빌리티,OG
104,이상민,PS
5869,디초콜릿이앤티에프,OG
2126,서해바다,LC
9922,멕시코,LC
607,코오롱 엘로드,OG
5330,하루,DT
4362,한국영화진흥위원회,OG
4242,미국,LC
9363,한국,LC
5329,새벽 2시까지 12~30분,TI
8201,스탠더드앤드푸어스,OG
50,오늘,TODAY
8921,서울대학교,OG
7617,지난달,DT
4009,경찰,OG
2372,겨울,DT
56,주희정,PS
7323,구청 건축과,OG
4079,제주,LC
6770,예니 볼프,PS
5947,쥬니,PS
7958,롯데건설,OG
828,日,LC
989,일본,LC
3274,정부,OG
7687,김정희,PS
7973,부개문화사랑방,OG
9817,10일,DT
8475,전년,DT
5864,헥사 바이 구호,OG
8994,한나라당,OG
7628,부산,LC
8862,LS,OG
5155,티파니,PS
5128,가희,PS
3068,탬파베이,OG
19,내일,TOMM
10140,삼성전자,OG
2840,14일,DT
6220,병무청,OG
6683,김,PS
6732,프랑스,LC
1113,오는 6월,DT
2386,09년10월24일,DT
5327,광화문광장,LC
5625,지난 8일부터,DT
3290,블랙베리,OG
7582,부산,LC
5979,송일국,PS
7959,계양산,LC
6430,연세대,OG
6287,비은행분석반,OG
5837,유가증권시장,OG
9304,7일,DT
4436,현대기아자동차,OG
8027,감사원,OG
4036,김,PS
5309,김호기,PS
1101,포항,OG
8107,현대 ㆍ 기아차,OG
3754,창원시,LC
8906,21일,DT
2832,세르비아,LC
5066,최용백,PS
8215,로마,LC
7217,곽정숙,PS
4300,1690년,DT
4832,북제주군,LC
2440,올해,DT
7595,지난해말,DT
6915,삼성SDI,OG
2860,1993년부터 올해,DT
10107,공정거래위원회,OG
8430,SK텔레콤,OG
2223,당일,DT
9089,17일,DT
1640,KIA,OG
795,한국,LC
8917,삼성SDI,OG
6541,2014년까지,DT
6912,이시영,PS
9751,중국,LC
5680,블룸버그 통신,OG
1238,지난 시즌,DT
3065,코코 크리스프,PS
1016,다음날,DT
7002,2일,DT
403,샌안토니오,OG
10106,정철인터랩,OG
4522,이충헌,PS
7039,미국,LC
5671,바이커스탈렛,OG
7673,부산시,LC
3843,세종시,LC
3237,번게이,PS
801,서동현,PS
6707,2010,DT
7364,서정희,PS
8819,무디스,OG
2316,03월 18일,DT
4334,독일,LC
7449,차이나켐 자선기금,OG
5551,올해 상반기,DT
9528,7일,DT
2584,성내역,LC
4180,유팔무,PS
1948,감성킬러,PS
4417,강익중,PS
1023,정수근,PS
2967,진실화해위원회,OG
1483,EPL,OG
8958,9일,DT
310,애리조나,OG
8310,서울통신기술,OG
3477,울릉도,LC
1541,전북 현대,OG
6529,전년,DT
2168,제주도,LC
452,차일목,PS
757,이진영,PS
4219,2005년,DT
1515,5월 22일,DT
5053,인천,LC
9540,런던,LC
